142774,6770,"... an airless , prepackaged Julia Roberts wannabe that stinks so badly of hard-sell image-mongering you 'll wonder if Lopez 's publicist should share screenwriting credit ."
62567,2355,"... an eerily suspenseful , deeply absorbing piece that works as a treatise on spirituality as well as a solid sci-fi thriller ."
62568,4160,... an enjoyably frothy ` date movie ' ...
142775,6893,"... an hour-and-a-half of inoffensive , unmemorable filler ."
181296,9676,"... an incredibly heavy-handed , manipulative dud that feels all too familiar ."
62569,3964,... an interesting slice of history .
181298,9643,... another example of how Sandler is losing his touch .
43855,2168,... begins on a high note and sustains it beautifully .
43856,1824,"... begins with promise , but runs aground after being snared in its own tangled plot ."
43857,1803,"... best seen as speculative history , as much an exploration of the paranoid impulse as a creative sequel to the Warren Report ."
181301,11283,... better described as a ghost story gone badly awry .
221795,11748,... bibbidy-bobbidi-bland .
103203,4923,"... bright , intelligent , and humanly funny film ."
181302,10318,... built on the premise that middle-class Arkansas consists of monster truck-loving good ol' boys and peroxide blond honeys whose worldly knowledge comes from TV reruns and supermarket tabloids .
103205,4672,"... by the time it 's done with us , Mira Nair 's new movie has its audience giddy with the delight of discovery , of having been immersed in a foreign culture only to find that human nature is pretty much the same all over ."
221797,5398,"... certainly an entertaining ride , despite many talky , slow scenes ."
181304,9983,... comes alive only when it switches gears to the sentimental .
103207,6274,... contains very few laughs and even less surprises .
103209,4652,... could easily be called the best Korean film of 2002 .
43859,1827,"... creates a visceral sense of its characters ' lives and conflicted emotions that carries it far above ... what could have been a melodramatic , Lifetime Channel-style anthology ."
142780,7279,... del Toro maintains a dark mood that makes the film seem like something to endure instead of enjoy .
103211,6680,... delivers few moments of inspiration amid the bland animation and simplistic story .
103212,4905,... digs beyond the usual portrayals of good kids and bad seeds to reveal a more ambivalent set of characters and motivations .
103214,4884,... either you 're willing to go with this claustrophobic concept or you 're not .
62575,3924,"... enthusiastically invokes the percussion rhythm , the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games ."
103216,5023,"... even if you 've never heard of Chaplin , you 'll still be glued to the screen ."
181305,9607,"... expands the horizons of boredom to the point of collapse , turning into a black hole of dullness , from which no interesting concept can escape ."
62576,3056,"... flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and a wide supply of effective sight gags ."
181308,11331,"... for all its social and political potential , State Property does n't end up being very inspiring or insightful ."
62577,3987,... fuses the events of her life with the imagery in her paintings so vividly that the artist 's work may take on a striking new significance for anyone who sees the film .
142782,7184,"... generically , forgettably pleasant from start to finish ."
142783,6952,"... grows decidedly flimsier with its many out-sized , out of character and logically porous action set pieces ."
221800,9063,"... has about 3\/4th the fun of its spry 2001 predecessor -- but it 's a rushed , slapdash , sequel-for-the-sake - of-a-sequel with less than half the plot and ingenuity ."
181310,10479,"... has its moments , but ultimately , its curmudgeon does n't quite make the cut of being placed on any list of favorites ."
221803,2426,"... hits every cliche we 've come to expect , including the assumption that `` crazy '' people are innocent , childlike and inherently funny ."
103219,6214,... hokey art house pretension .
221804,11136,... hopefully it 'll be at the dollar theatres by the time Christmas rolls around .
221805,11729,... hypnotically dull .
181311,11201,"... if it had been only half-an-hour long or a TV special , the humor would have been fast and furious -- at ninety minutes , it drags ."
103220,5723,"... if you 're just in the mood for a fun -- but bad -- movie , you might want to catch Freaks as a matinee ."
103221,6661,"... if you , like me , think an action film disguised as a war tribute is disgusting to begin with , then you 're in for a painful ride ."
62584,2905,"... in no way original , or even all that memorable , but as downtown Saturday matinee brain candy , it does n't disappoint ."
181313,11461,... in the pile of useless actioners from MTV schmucks who do n't know how to tell a story for more than four minutes .
221809,8034,"... instead go rent `` Shakes The Clown '' , a much funnier film with a similar theme and an equally great Robin Williams performance ."
221810,11776,... irritating soul-searching garbage .
221816,2312,"... is there a deeper , more direct connection between these women , one that spans time and reveals meaning ?"
103227,5005,"... it 's as comprehensible as any Dummies guide , something even non-techies can enjoy ."
221820,7031,"... it was n't the subject matter that ultimately defeated the film ... It was the unfulfilling , incongruous , `` wait a second , did I miss something ? ''"
181319,9544,... its solemn pretension prevents us from sharing the awe in which it holds itself .
103229,6539,... its stupidities wind up sticking in one 's mind a lot more than the cool bits .
62594,3463,"... less a story than an inexplicable nightmare , right down to the population 's shrugging acceptance to each new horror ."
142796,6851,... little more than a well-acted television melodrama shot for the big screen .
103230,5060,... manages to deliver a fair bit of vampire fun .
62595,3140,... manages to fall closer in quality to Silence than to the abysmal Hannibal .
221823,9858,... may work as an addictive guilty pleasure but the material never overcomes its questionable satirical ambivalence .
221824,11029,... most viewers will wish there had been more of the `` Queen '' and less of the `` Damned . ''
181327,9347,"... no charm , no laughs , no fun , no reason to watch ."
43870,2188,"... once the true impact of the day unfolds , the power of this movie is undeniable ."
142798,7200,"... one big laugh , three or four mild giggles , and a whole lot of not much else ."
62596,3125,... one of the more influential works of the ` Korean New Wave ' .
103235,5403,... one of the most entertaining monster movies in ages ...
181328,9380,... one resurrection too many .
62597,3793,"... only Bond can save us from the latest eccentric , super-wealthy megalomaniac bent on world domination and destruction ."
221825,11766,... overly melodramatic ...
221826,10450,... passable enough for a shoot-out in the o.k. court house of life type of flick .
181330,9356,... pays tribute to heroes the way Julia Roberts hands out awards -- with phony humility barely camouflaging grotesque narcissism .
221827,9080,"... pitiful , slapdash disaster ."
62598,2463,"... plenty of warmth to go around , with music and laughter and the love of family ."
221829,10220,"... post-September 11 , `` The Sum Of All Fears '' seems more tacky and reprehensible , manipulating our collective fear without bestowing the subject with the intelligence or sincerity it unequivocally deserves ."
221830,11690,... quite endearing .
103237,5113,... quite good at providing some good old fashioned spooks .
221831,11842,... really horrible drek .
221832,11790,... salaciously simplistic .
221833,11794,... silly humbuggery ...
62601,3586,... spellbinding fun and deliciously exploitative .
221839,11761,... stale and uninspired .
103240,6243,... standard guns versus martial arts cliche with little new added .
103241,5442,"... strips Bible stores of the potential for sanctimoniousness , making them meaningful for both kids and church-wary adults ."
142805,7158,... stumbles over every cheap trick in the book trying to make the outrage come even easier .
103242,6592,... tackling a low-budget movie in which inexperienced children play the two main characters might not be the best way to cut your teeth in the film industry .
181342,10619,"... the cast portrays their cartoon counterparts well ... but quite frankly , Scoob and Shag do n't eat enough during the film . '"
181343,10230,"... the efforts of its star , Kline , to lend some dignity to a dumb story are for naught ."
62604,3758,"... the film 's considered approach to its subject matter is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama . '"
221843,3236,... the implication is Kissinger may have decided that -- when it comes to truncheoning -- it 's better to give than to receive .
62605,3802,... the kind of entertainment that parents love to have their kids see .
103244,6392,... the kind of movie you see because the theater has air conditioning .
221844,11747,... the maudlin way its story unfolds suggests a director fighting against the urge to sensationalize his material .
221845,4322,"... the one thing this Wild film has that other Imax films do n't : chimps , lots of chimps , all blown up to the size of a house ."
3480,9622,... the picture 's cleverness is ironically muted by the very people who are intended to make it shine .
103246,4675,... the plot weaves us into a complex web .
221847,6546,"... the same tired old gags , modernized for the extreme sports generation ."
62607,4238,"... the story , like Ravel 's Bolero , builds to a crescendo that encompasses many more paths than we started with ."
181345,11412,"... the story is far-flung , illogical , and plain stupid ."
142814,6876,... the story simply putters along looking for astute observations and coming up blank .
62608,2249,"... the tale of her passionate , tumultuous affair with Musset unfolds as Sand 's masculine persona , with its love of life and beauty , takes form ."
181346,10687,... the whole thing succeeded only in making me groggy .
142816,7027,"... there 's a choppy , surface-effect feeling to the whole enterprise ."
62609,2516,... there 's enough cool fun here to warm the hearts of animation enthusiasts of all ages .
43871,1901,... there is enough originality in ` Life ' to distance it from the pack of paint-by-number romantic comedies that so often end up on cinema screens .
142818,7296,... they missed the boat .
103249,6358,... this is n't even a movie we can enjoy as mild escapism ; it is one in which fear and frustration are provoked to intolerable levels .
221848,10757,"... this story gets sillier , not scarier , as it goes along ..."
103250,6713,... too contrived to be as naturally charming as it needs to be .
103251,6225,... too sappy for its own good .
221849,11813,... unbearably lame .
181348,9746,"... unlikable , uninteresting , unfunny , and completely , utterly inept ."
103254,6098,"... unspeakably , unbearably dull , featuring reams of flatly delivered dialogue and a heroine who comes across as both shallow and dim-witted ."
43872,1758,"... very funny , very enjoyable ..."
103255,6192,... what a banal bore the preachy Circuit turns out to be
103256,6156,"... while certainly clever in spots , this too-long , spoofy update of Shakespeare 's Macbeth does n't sustain a high enough level of invention ."
62613,2280,"... while each moment of this broken character study is rich in emotional texture , the journey does n't really go anywhere ."
181350,9526,"... while the humor aspects of ` Jason X ' were far more entertaining than I had expected , everything else about the film tanks ."
221851,7131,... will always be remembered for the 9-11 terrorist attacks .
221852,11657,... wise and elegiac ...
62614,2544,"... with the gifted Pearce on hand to keep things on semi-stable ground dramatically , this retooled Machine is ultimately effective enough at achieving the modest , crowd-pleasing goals it sets for itself ."
103257,4730,... works on some levels and is certainly worth seeing at least once .
181351,9396,... would be a total loss if not for two supporting performances taking place at the movie 's edges .
181352,11065,... you can be forgiven for realizing that you 've spent the past 20 minutes looking at your watch and waiting for Frida to just die already .
62623,3339,10 minutes into the film you 'll be white-knuckled and unable to look away .
62645,3391,"13 Conversations may be a bit too enigmatic and overly ambitious to be fully successful , but Sprecher and her screenwriting partner and sister , Karen Sprecher , do n't seem ever to run out of ideas ."
62709,4251,"300 years of Russian history and culture compressed into an evanescent , seamless and sumptuous stream of consciousness ."
103320,6535,"4Ever has the same sledgehammer appeal as Pokemon videos , but it breathes more on the big screen and induces headaches more slowly ."
221901,6080,"77 minutes of Pokemon may not last 4ever , it just seems like it does ."
103357,6485,"90 punitive minutes of eardrum-dicing gunplay , screeching-metal smashups , and flaccid odd-couple sniping ."
103393,6257,"A 75-minute sample of puerile rubbish that is listless , witless , and devoid of anything resembling humor ."
103396,6345,"A 94-minute travesty of unparalleled proportions , writer-director Parker seems to go out of his way to turn the legendary wit 's classic mistaken identity farce into brutally labored and unfunny hokum ."
62757,4220,"A B-movie you can sit through , enjoy on a certain level and then forget ."
142976,7071,"A Blair Witch - style adventure that plays like a bad soap opera , with passable performances from everyone in the cast ."
221923,9081,A DOA dud from frame one .
142979,6813,"A Frankenstein mishmash that careens from dark satire to cartoonish slapstick , Bartleby performs neither one very well ."
62761,3949,A French film with a more down-home flavor .
221928,2419,"A Jewish WW II doc that is n't trying simply to out-shock , out-outrage or out-depress its potential audience !"
181499,9130,A Lifetime movie about men .
181502,10458,A Meatballs for the bare-midriff generation .
181504,10714,A Movie to Forget
221931,9407,A Rumor of Angels does n't just slip -- it avalanches into forced fuzziness .
181508,11302,A Sha-Na-Na sketch punctuated with graphic violence .
181518,10151,"A ` Girls Gone Wild ' video for the boho art-house crowd , The Burning Sensation is n't a definitive counter-cultural document -- its makers are n't removed and inquisitive enough for that ."
221937,10103,"A `` Home Alone '' film that is staged like `` Rosemary 's Baby , '' but is not as well-conceived as either of those films ."
221939,5508,A `` black Austin Powers ? ''
103401,6678,A backhanded ode to female camaraderie penned by a man who has little clue about either the nature of women or of friendship .
43967,1911,A backstage must-see for true fans of comedy .
181521,10638,A bad movie that happened to good actors .
103404,6735,A baffling mixed platter of gritty realism and magic realism with a hard-to-swallow premise .
103411,6219,"A baffling subplot involving smuggling drugs inside Danish cows falls flat , and if you 're going to alter the Bard 's ending , you 'd better have a good alternative ."
181524,11348,"A banal , virulently unpleasant excuse for a romantic comedy ."
221942,8031,A battle between bug-eye theatre and dead-eye matinee .
221944,4072,"A beautiful , entertaining two hours ."
62780,2403,"A beautiful , timeless and universal tale of heated passions -- jealousy , betrayal , forgiveness and murder ."
103415,4744,A beautiful paean to a time long past .
62782,3006,A beautifully observed character piece .
181525,9579,A beautifully shot but dull and ankle-deep ` epic . '
62783,3127,A beautifully tooled action thriller about love and terrorism in Korea .
62786,2699,A beguiling evocation of the quality that keeps Dickens evergreen : the exuberant openness with which he expresses our most basic emotions .
103417,4815,A behind the scenes look at the training and dedication that goes into becoming a world-class fencer and the champion that 's made a difference to NYC inner-city youth .
181529,10783,"A beyond-lame satire , Teddy Bears ' Picnic ranks among the most pitiful directing debuts by an esteemed writer-actor ."
181531,9197,"A big , loud , bang-the-drum bore ."
103418,5954,A big fat pain .
181534,9849,A big meal of cliches that the talented cast generally chokes on .
103421,5397,"A big-budget\/all-star movie as unblinkingly pure as The Hours is a distinct rarity , and an event ."
62789,3172,A biopic about Crane 's life in the classic tradition but evolves into what has become of us all in the era of video .
62796,2570,"A bit of a downer and a little over-dramatic at times , but this is a beautiful film for people who like their romances to have that French realism ."
181535,9711,A bit too derivative to stand on its own as the psychological thriller it purports to be .
103423,6455,A bit too eager to please .
181538,11563,"A bittersweet contemporary comedy about benevolent deception , which , while it may not rival the filmmaker 's period pieces , is still very much worth seeing ."
62799,3010,A bittersweet drama about the limbo of grief and how truth-telling can open the door to liberation .
103427,4902,"A bittersweet film , simple in form but rich with human events ."
181542,10548,"A bizarre piece of work , with premise and dialogue at the level of kids ' television and plot threads as morose as teen pregnancy , rape and suspected murder"
221946,11074,"A bland , obnoxious 88-minute infomercial for Universal Studios and its ancillary products . . ."
143010,7113,A bland animated sequel that hardly seems worth the effort .
103430,5039,A bodice-ripper for intellectuals .
62803,3907,"A bonanza of wacky sight gags , outlandish color schemes , and corny visual puns that can be appreciated equally as an abstract Frank Tashlin comedy and as a playful recapitulation of the artist 's career ."
143013,7007,A bore that tends to hammer home every one of its points .
103438,6602,"A boring , pretentious muddle that uses a sensational , real-life 19th-Century crime as a metaphor for -- well , I 'm not exactly sure what -- and has all the dramatic weight of a raindrop ."
181547,11378,"A boring masquerade ball where normally good actors , even Kingsley , are made to look bad ."
62807,2877,"A bracing , unblinking work that serves as a painful elegy and sobering cautionary tale ."
103440,4816,"A brain twister , less a movie-movie than a funny and weird meditation on Hollywood , success , artistic integrity and intellectual bankruptcy ."
103443,5310,"A breathtaking adventure for all ages , Spirit tells its poignant and uplifting story in a stunning fusion of music and images ."
62810,2842,"A breezy blend of art , history , esoteric musings and philosophy ."
62812,2444,"A bright , inventive , thoroughly winning flight of revisionist fancy ."
103446,5481,"A brilliant , absurd collection of vignettes that , in their own idiosyncratic way , sum up the strange horror of life in the new millennium ."
62815,2681,A brilliant gag at the expense of those who paid for it and those who pay to see it .
62817,2766,"A brisk , reverent , and subtly different sequel ."
103448,5537,A brutal and funny work .
103459,5018,A brutally dry satire of Middle American numbness .
43978,1851,A brutally honest documentary about a much anticipated family reunion that goes wrong thanks to culture shock and a refusal to empathize with others .
43982,2190,"A buoyant romantic comedy about friendship , love , and the truth that we 're all in this together ."
62820,4040,"A burst of color , music , and dance that only the most practiced curmudgeon could fail to crack a smile at ."
62823,2874,"A canny , derivative , wildly gruesome portrait of a London sociopath who 's the scariest of sadists ."
103462,5192,A captivating and intimate study about dying and loving ...
43985,1771,A captivating coming-of-age story that may also be the first narrative film to be truly informed by the wireless age .
43986,1958,A captivating new film .
43989,2142,"A captivatingly quirky hybrid of character portrait , romantic comedy and beat-the-clock thriller ."
221949,6897,A cartoon ?
221952,4171,A case in point : Doug Pray 's Scratch .
143029,6828,A cautionary tale about the folly of superficiality that is itself endlessly superficial .
62828,3521,A cautionary tale about the grandiosity of a college student who sees himself as impervious to a fall .
181553,11525,"A cellophane-pop remake of the punk classic Ladies and Gentlemen , The Fabulous Stains ... Crossroads is never much worse than bland or better than inconsequential ."
62830,2429,A certain sexiness underlines even the dullest tangents .
103464,4575,"A chance to see three splendid actors turn a larky chase movie into an emotionally satisfying exploration of the very human need to be somebody , and to belong to somebody ."
181556,10489,A characteristically engorged and sloppy coming-of-age movie .
62833,3307,A charmer from Belgium .
103468,5503,"A charming , banter-filled comedy ... one of those airy cinematic bon bons whose aims -- and by extension , accomplishments -- seem deceptively slight on the surface ."
103471,5311,A charming and funny story of clashing cultures and a clashing mother\/daughter relationship .
62835,3605,A charming but slight comedy .
181558,9164,A cheap scam put together by some cynical creeps at Revolution Studios and Imagine Entertainment to make the suckers out there surrender $ 9 and 93 minutes of unrecoverable life .
62837,3105,A chick flick for guys .
143037,6938,A chiller resolutely without chills .
62840,3276,A chilling movie without oppressive gore .
44004,2147,A chilling tale of one of the great crimes of 20th Century France : the murder of two rich women by their servants in 1933 .
62845,4374,"A chilly , brooding but quietly resonant psychological study of domestic tension and unhappiness ."
181568,10081,"A chilly , remote , emotionally distant piece ... so dull that its tagline should be : ` In space , no one can hear you snore . '"
62846,2600,"A chronicle not only of one man 's quest to be president , but of how that man single-handedly turned a plane full of hard-bitten , cynical journalists into what was essentially , by campaign 's end , an extended publicity department ."
181573,10820,"A clash between the artificial structure of the story and the more contemporary , naturalistic tone of the film ..."
103475,4792,A classic fairy tale that perfectly captures the wonders and worries of childhood in a way that few movies have ever approached .
62849,2591,"A classy , sprightly spin on film ."
103479,4872,A clever script and skilled actors bring new energy to the familiar topic of office politics .
103481,5881,A cleverly crafted but ultimately hollow mockumentary .
103484,6139,A close-to-solid espionage thriller with the misfortune of being released a few decades too late .
143044,7058,"A clumsily manufactured exploitation flick , a style-free exercise in manipulation and mayhem ."
181575,10008,A cockeyed shot all the way .
62852,2391,"A college story that works even without vulgarity , sex scenes , and cussing !"
103489,4474,"A colorful , joyous celebration of life ; a tapestry woven of romance , dancing , singing , and unforgettable characters ."
62855,4010,"A colorful , vibrant introduction to a universal human impulse , lushly photographed and beautifully recorded ."
62857,3121,"A comedy that is warm , inviting , and surprising ."
62859,2615,A comedy that swings and jostles to the rhythms of life .
103492,5302,A comedy-drama of nearly epic proportions rooted in a sincere performance by the title character undergoing midlife crisis .
62862,3007,A coming-of-age movie that Hollywood would n't have the guts to make .
44007,1968,"A coming-of-age tale from New Zealand whose boozy , languid air is balanced by a rich visual clarity and deeply felt performances across the board ."
103495,4752,"A compelling , gut-clutching piece of advocacy cinema that carries you along in a torrent of emotion as it explores the awful complications of one terrifying day ."
103498,5022,A compelling French psychological drama examining the encounter of an aloof father and his chilly son after 20 years apart .
62870,4218,A compelling allegory about the last days of Germany 's democratic Weimar Republic .
221968,11620,A compelling coming-of-age drama about the arduous journey of a sensitive young girl through a series of foster homes and a fierce struggle to pull free from her dangerous and domineering mother 's hold over her .
221969,11676,A compelling film .
44013,1812,A compelling motion picture that illustrates an American tragedy .
62873,2704,"A compelling pre-WWII drama with vivid characters and a warm , moving message ."
103502,5610,A compelling story of musical passion against governmental odds .
44019,2024,"A compelling yarn , but not quite a ripping one ."
103504,4569,"A competent , unpretentious entertainment destined to fill the after-school slot at shopping mall theaters across the country ."
181578,11614,A complete waste of time .
62878,4024,"A completely spooky piece of business that gets under your skin and , some plot blips aside , stays there for the duration ."
44022,2162,A complex psychological drama about a father who returns to his son 's home after decades away .
103507,4688,"A confluence of kiddie entertainment , sophisticated wit and symbolic graphic design ."
62881,2718,"A conventional , but well-crafted film about a historic legal battle in Ireland over a man 's right to raise his own children ."
62883,4299,A conventional but heartwarming tale .
181581,10571,A crass and insulting homage to great films like Some Like It Hot and the John Wayne classics .
62885,2263,A creaky staircase gothic .
62890,2344,"A creepy , intermittently powerful study of a self-destructive man ... about as unsettling to watch as an exploratory medical procedure or an autopsy ."
143059,6917,A crisply made movie that is no more than mildly amusing .
221975,9721,"A cross between Blow and Boyz N The Hood , this movie strives to be more , but does n't quite get there ."
181586,9712,A crude teen-oriented variation on a theme that the playwright Craig Lucas explored with infinitely more grace and eloquence in his Prelude to a Kiss .
62894,3579,"A cultural wildcard experience : wacky , different , unusual , even nutty ."
181588,10768,A culture clash comedy only half as clever as it thinks it is .
62900,2404,"A culture-clash comedy that , in addition to being very funny , captures some of the discomfort and embarrassment of being a bumbling American in Europe ."
103510,5015,A cutesy romantic tale with a twist .
103514,5064,A damn fine and a truly distinctive and a deeply pertinent film .
143064,7326,"A dark , dull thriller with a parting shot that misfires ."
62904,4036,"A dark , quirky road movie that constantly defies expectation ."
221977,10951,A dark comedy that goes for sick and demented humor simply to do so .
181594,10174,"A dark-as-pitch comedy that frequently veers into corny sentimentality , probably would not improve much after a therapeutic zap of shock treatment ."
62907,3054,A dashing and absorbing outing with one of France 's most inventive directors .
62910,3656,A dazzling dream of a documentary .
62912,4134,A dazzling thing to behold -- as long as you 're wearing the somewhat cumbersome 3D goggles the theater provides .
62915,2565,A decent-enough nail-biter that stands a good chance of being the big hit Franklin needs to stay afloat in Hollywood .
44027,2069,A decided lack of spontaneity in its execution and a dearth of real poignancy in its epiphanies .
181596,10525,A decidedly mixed bag .
62916,3895,A deeply felt and vividly detailed story about newcomers in a strange new world .
62920,3782,"A deft , delightful mix of sulky teen drama and overcoming-obstacles sports-movie triumph ."
62922,2241,"A deftly entertaining film , smartly played and smartly directed ."
62925,4266,"A deliberative account of a lifestyle characterized by its surface-obsession -- one that typifies the delirium of post , pre , and extant stardom ."
44034,2113,"A delicious , quirky movie with a terrific screenplay and fanciful direction by Michael Gondry ."
103517,5468,A delicious and delicately funny look at the residents of a Copenhagen neighborhood coping with the befuddling complications life tosses at them .
103521,5373,A deliciously nonsensical comedy about a city coming apart at its seams .
62928,2821,"A delightful , if minor , pastry of a movie ."
62932,2559,A delightful entree in the tradition of food movies .
62935,2447,"A delightful little film that revels in its own simplicity , Mostly Martha will leave you with a smile on your face and a grumble in your stomach ."
44038,2159,"A delightful stimulus for the optic nerves , so much that it 's forgivable that the plot feels like every other tale of a totalitarian tomorrow ."
62938,3621,"A delightful surprise because despite all the backstage drama , this is a movie that tells stories that work -- is charming , is moving , is funny and looks professional ."
181599,9683,"A depraved , incoherent , instantly disposable piece of hackery ."
181603,10989,"A depressingly retrograde , ` post-feminist ' romantic comedy that takes an astonishingly condescending attitude toward women ."
181606,9121,A derivative collection of horror and sci-fi cliches .
181609,11167,"A determined , ennui-hobbled slog that really does n't have much to say beyond the news flash that loneliness can make people act weird ."
62941,3902,A devastating indictment of unbridled greed and materalism .
103525,4807,"A different and emotionally reserved type of survival story -- a film less about refracting all of World War II through the specific conditions of one man , and more about that man lost in its midst ."
103530,4750,"A different kind of love story - one that is dark , disturbing , painful to watch , yet compelling ."
62945,2472,A different movie -- sometimes tedious -- by a director many viewers would like to skip but film buffs should get to know .
62950,3602,A difficult but worthy film that bites off more than it can chew by linking the massacre of Armenians in 1915 with some difficult relationships in the present .
